rh,ws,at,vp,t,vpt
72.60,1.93,31.26,27.00,27.70,36.61
85.50,3.63,29.89,29.80,26.60,36.43
88.30,6.51,27.24,29.70,26.00,35.80
88.20,7.96,25.90,29.30,25.80,35.47
88.10,6.31,27.52,29.80,26.10,35.93
89.20,6.21,28.18,30.70,26.40,36.53
85.10,0.57,32.93,30.70,27.20,37.33
83.00,1.97,32.19,30.50,27.50,37.57
77.60,5.99,28.71,28.50,27.50,36.91
81.80,1.07,31.72,29.00,26.90,36.47
76.70,2.25,30.30,27.20,26.90,35.88
78.20,2.09,30.28,27.40,26.70,35.74
87.10,1.21,31.45,30.00,26.40,36.30
87.70,0.43,32.07,30.20,26.40,36.37
89.70,1.81,30.37,29.80,25.80,35.63
91.00,2.70,28.95,29.20,25.20,34.84
87.30,2.17,30.02,29.20,25.90,35.54
87.30,2.44,30.29,29.70,26.20,36.00
85.90,0.84,32.05,30.10,26.70,36.63
85.20,1.50,31.82,30.20,26.90,36.87
85.70,2.73,30.22,29.50,26.40,36.14
79.70,1.72,31.33,28.60,27.10,36.54
75.40,2.93,29.83,26.90,27.00,35.88
76.90,2.77,29.80,27.10,26.80,35.74
86.60,1.67,31.23,30.00,26.50,36.40
87.40,0.74,31.82,30.10,26.40,36.33
89.70,2.49,29.89,29.80,25.80,35.63
91.00,3.54,28.36,29.20,25.20,34.84
87.00,2.95,29.44,29.10,25.90,35.50
87.30,3.34,29.66,29.70,26.20,36.00
86.10,0.82,31.93,30.00,26.60,36.50
84.90,1.97,31.45,30.10,26.90,36.83
85.10,3.45,29.65,29.30,26.40,36.07
77.60,3.21,30.66,28.50,27.50,36.91
73.40,4.65,28.99,26.80,27.40,36.24
74.80,4.38,29.04,27.00,27.20,36.11
85.70,2.56,30.97,30.20,26.80,36.77
87.20,1.40,31.49,30.20,26.50,36.47
89.20,4.10,29.03,30.00,26.00,35.90
90.40,5.63,27.29,29.50,25.50,35.24
86.60,4.83,28.39,29.30,26.10,35.77
87.60,5.25,28.53,30.00,26.30,36.20
85.40,1.06,31.99,30.10,26.80,36.73
83.90,3.11,31.02,30.30,27.20,37.20
83.90,5.43,28.60,29.40,26.70,36.40
74.80,5.01,29.83,28.30,28.00,37.34
71.00,6.53,28.14,26.70,27.90,36.71
73.10,6.05,28.28,27.00,27.60,36.51
84.70,3.39,30.59,30.20,27.00,36.97
87.00,2.18,31.07,30.30,26.60,36.60
88.40,5.80,28.07,30.10,26.20,36.13
89.40,7.80,26.14,29.70,25.80,35.60
86.20,6.78,27.29,29.50,26.30,36.04
88.00,7.21,27.35,30.30,26.40,36.40
84.90,1.15,32.19,30.30,27.00,37.00
83.50,4.16,30.55,30.50,27.40,37.47
83.20,7.38,27.47,29.50,26.90,36.64
73.20,6.36,28.99,28.00,28.20,37.44
69.40,7.56,27.52,26.40,28.10,36.81
71.70,6.80,27.88,26.80,27.80,36.64
83.60,3.65,30.45,30.00,27.10,37.00
86.70,2.82,30.76,30.40,26.70,36.73
88.40,6.77,27.39,30.10,26.20,36.13
88.80,8.92,25.46,29.70,25.90,35.70
87.00,7.78,26.52,29.60,26.20,35.97
87.80,8.25,26.76,30.40,26.50,36.53
85.40,0.83,32.32,30.30,26.90,36.90
83.30,4.43,30.50,30.60,27.50,37.60
82.20,8.15,27.13,29.50,27.10,36.84
70.20,6.94,29.12,27.80,28.80,37.97
66.60,7.75,27.79,26.10,28.60,37.21
69.20,6.73,28.53,26.80,28.40,37.24
81.30,3.36,30.85,29.70,27.40,37.20
87.30,3.29,30.50,30.60,26.70,36.80
88.20,6.99,27.37,30.20,26.30,36.27
88.60,9.02,25.52,29.80,26.00,35.83
87.10,7.87,26.63,29.80,26.30,36.13
87.50,8.26,26.88,30.50,26.60,36.67
85.30,0.31,32.98,30.60,27.10,37.20
83.10,4.02,31.08,30.90,27.70,37.90
80.80,7.97,27.56,29.50,27.40,37.14
67.70,7.52,28.85,27.30,29.10,38.11
64.00,8.23,27.55,25.50,28.90,37.32
67.40,6.76,28.58,26.40,28.60,37.31
79.20,3.01,31.00,29.10,27.50,37.10
87.00,3.75,30.14,30.50,26.70,36.77
87.60,7.16,27.19,30.00,26.30,36.20
87.50,9.08,25.51,29.60,26.10,35.87
87.10,7.92,26.59,29.80,26.30,36.13
87.50,8.18,26.94,30.50,26.60,36.67
86.60,0.16,32.92,30.70,26.90,37.03
82.70,3.49,31.55,30.90,27.80,38.00
80.00,7.68,27.83,29.40,27.50,37.20
67.90,7.92,27.83,26.60,28.60,37.38
63.30,8.73,26.37,24.50,28.40,36.49
64.70,6.71,28.12,25.20,28.50,36.82
75.50,2.63,30.97,27.90,27.60,36.81
85.80,4.06,29.63,29.90,26.60,36.47
87.50,7.17,26.85,29.60,26.10,35.87
87.30,9.02,25.22,29.20,25.90,35.54
87.50,7.75,26.44,29.60,26.10,35.87
87.50,7.90,26.97,30.30,26.50,36.50
85.70,0.56,32.54,30.40,26.90,36.93
82.10,2.81,31.80,30.50,27.70,37.77
78.10,7.16,27.96,28.70,27.50,36.97
68.50,7.49,27.90,26.50,28.40,37.15
62.40,8.49,26.58,24.30,28.50,36.52
61.50,6.12,28.70,24.50,28.90,36.99
70.70,2.06,31.83,27.20,28.30,37.28
83.10,3.83,30.42,30.00,27.20,37.10
86.00,6.53,27.76,29.80,26.50,36.33
86.20,8.19,26.30,29.50,26.30,36.04
85.80,6.82,27.69,29.90,26.60,36.47
87.10,6.86,28.30,30.90,26.90,37.10
83.40,0.77,33.23,30.80,27.60,37.76
80.40,1.96,32.83,30.60,28.10,38.20
75.60,5.98,29.25,28.60,28.00,37.44
83.00,0.97,31.62,29.10,26.70,36.30
77.30,2.29,30.34,27.40,26.90,35.94
78.30,2.34,29.97,27.30,26.60,35.61
87.60,1.42,31.21,30.00,26.30,36.20
87.70,0.15,32.26,30.20,26.40,36.37
89.10,1.63,30.59,29.80,25.90,35.73
91.40,2.54,29.09,29.30,25.20,34.87
87.30,2.01,30.13,29.20,25.90,35.54
87.60,2.34,30.40,29.80,26.20,36.03
86.10,1.06,31.76,30.00,26.60,36.50
85.20,1.58,31.76,30.20,26.90,36.87
86.50,3.06,29.93,29.60,26.30,36.07
81.10,1.49,31.20,28.60,26.80,36.24
76.60,2.88,29.69,27.00,26.80,35.71
77.40,2.87,29.34,26.80,26.50,35.34
87.60,1.72,30.83,29.80,26.20,36.03
87.60,0.49,31.69,29.80,26.20,36.03
89.80,2.25,29.76,29.50,25.60,35.34
91.30,3.28,28.41,29.10,25.10,34.70
87.80,2.73,29.36,29.00,25.70,35.27
88.50,3.09,29.51,29.60,25.90,35.67
86.20,0.91,31.56,29.70,26.40,36.20
85.30,1.87,31.26,29.90,26.70,36.57
85.80,3.57,29.34,29.20,26.20,35.84
78.60,2.46,31.15,28.70,27.40,36.87
74.90,3.95,29.51,27.20,27.30,36.28
75.00,3.88,29.26,26.90,27.10,35.98
85.90,2.26,31.05,30.10,26.70,36.63
86.70,1.07,31.82,30.20,26.60,36.57
88.90,3.35,29.52,29.90,26.00,35.87
90.10,4.60,28.15,29.60,25.60,35.37
86.60,3.96,29.00,29.30,26.10,35.77
87.90,4.40,29.15,30.10,26.30,36.23
85.60,0.89,31.98,30.00,26.70,36.60
84.20,2.55,31.28,30.20,27.10,37.07
84.70,4.70,29.05,29.50,26.60,36.34
76.20,4.03,30.38,28.50,27.80,37.21
73.30,5.57,28.64,27.10,27.60,36.54
73.70,5.28,28.58,26.90,27.40,36.28
84.90,2.96,30.76,30.10,26.90,36.83
87.00,1.86,31.30,30.30,26.60,36.60
88.70,4.88,28.58,30.00,26.10,36.00
89.40,6.45,27.09,29.70,25.80,35.60
86.40,5.68,27.93,29.40,26.20,35.90
88.00,6.15,28.09,30.30,26.40,36.40
84.90,0.83,32.25,30.10,26.90,36.83
83.00,3.42,31.01,30.30,27.40,37.40
83.70,6.31,28.12,29.50,26.80,36.54
73.40,5.84,29.68,28.40,28.40,37.77
70.80,7.25,28.07,27.10,28.20,37.14
71.70,6.58,28.34,27.10,28.00,36.94
82.60,3.56,30.71,30.00,27.30,37.20
86.30,2.71,31.10,30.60,26.90,37.00
87.70,6.42,27.87,30.20,26.40,36.37
87.90,8.31,26.25,29.90,26.20,36.07
85.70,7.38,27.14,29.70,26.50,36.30
86.80,7.83,27.42,30.60,26.80,36.90
83.90,0.64,32.75,30.30,27.20,37.20
81.90,4.10,31.03,30.60,27.80,37.90
82.30,7.88,27.49,29.70,27.20,37.00
70.20,6.80,29.68,28.30,29.10,38.44
67.60,7.87,28.14,26.80,28.80,37.64
69.30,6.85,28.91,27.30,28.70,37.71
79.70,3.50,31.18,29.80,27.80,37.63
85.80,3.34,30.93,30.80,27.10,37.26
86.70,7.03,27.81,30.40,26.70,36.73
86.60,8.89,26.18,30.00,26.50,36.40
85.10,7.94,27.14,30.00,26.80,36.70
86.10,8.32,27.31,30.70,27.00,37.13
84.10,0.18,33.41,30.70,27.40,37.53
81.00,3.98,31.64,31.00,28.20,38.43
80.20,8.14,27.84,29.80,27.70,37.53
66.80,7.47,29.51,27.70,29.60,38.74
64.60,8.37,27.99,26.20,29.20,37.85
67.00,6.91,29.17,27.00,29.10,38.01
76.50,3.21,31.46,29.10,28.10,37.70
85.10,3.86,30.63,30.70,27.20,37.33
86.20,7.23,27.61,30.20,26.70,36.67
85.00,9.01,26.23,29.80,26.70,36.53
84.80,8.06,27.03,29.90,26.80,36.67
85.10,8.33,27.50,30.70,27.20,37.33
83.60,0.32,33.41,30.70,27.50,37.63
80.10,3.49,32.19,31.00,28.40,38.63
78.50,7.85,28.14,29.50,27.90,37.64
65.80,7.90,28.48,26.70,29.20,38.01
62.50,8.82,26.94,24.90,28.90,37.12
63.60,6.83,28.63,25.50,29.00,37.42
72.40,2.81,31.37,27.70,28.20,37.34
83.10,4.23,30.14,30.00,27.20,37.10
84.70,7.18,27.48,29.70,26.70,36.50
84.30,8.91,25.90,29.20,26.50,36.14
83.70,7.91,27.00,29.50,26.80,36.54
84.70,8.07,27.32,30.20,27.00,36.97
82.20,0.78,32.92,30.20,27.50,37.47
78.70,2.75,32.37,30.30,28.30,38.30
75.90,7.21,28.42,28.70,28.00,37.47
65.20,7.80,28.32,26.30,29.10,37.78
60.10,8.90,26.72,24.10,29.00,36.95
59.50,6.50,28.90,24.40,29.40,37.45
67.60,2.29,32.04,26.80,28.80,37.64
80.60,4.26,30.29,29.60,27.50,37.27
83.50,6.92,27.82,29.60,26.90,36.67
83.30,8.61,26.31,29.20,26.70,36.34
83.00,7.52,27.50,29.60,27.00,36.77
84.50,7.54,27.99,30.50,27.20,37.27
80.80,1.02,33.22,30.40,27.90,37.93
77.60,1.98,33.08,30.20,28.50,38.47
74.00,6.27,29.15,28.30,28.20,37.54
80.80,1.29,31.77,29.00,27.10,36.67
76.10,2.73,30.20,27.30,27.10,36.11
76.60,2.89,29.69,27.00,26.80,35.71
86.10,1.71,31.30,30.00,26.60,36.50
86.90,0.35,32.19,30.10,26.50,36.43
88.30,2.06,30.36,29.70,26.00,35.80
90.60,3.02,28.99,29.40,25.40,35.10
86.80,2.51,29.88,29.20,26.00,35.64
87.30,2.92,30.12,29.90,26.30,36.17
85.50,1.01,31.73,29.80,26.60,36.43
83.60,1.79,31.75,30.00,27.10,37.00
85.70,3.68,29.56,29.50,26.40,36.14
78.40,1.89,31.68,28.80,27.50,37.00
75.50,3.38,29.98,27.40,27.30,36.34
74.70,3.50,29.49,26.80,27.10,35.94
85.40,2.02,31.32,30.10,26.80,36.73
86.40,0.80,31.97,30.10,26.60,36.53
88.10,2.83,29.95,29.80,26.10,35.93
89.60,3.86,28.77,29.60,25.70,35.47
86.10,3.36,29.52,29.30,26.20,35.87
87.40,3.83,29.65,30.10,26.40,36.33
84.50,0.86,32.03,29.80,26.80,36.63
83.40,2.17,31.61,30.10,27.20,37.13
84.70,4.33,29.30,29.50,26.60,36.34
75.70,3.67,31.04,28.80,28.10,37.60
73.60,5.25,29.20,27.50,27.80,36.88
73.10,5.06,28.97,27.00,27.60,36.51
83.20,2.86,31.26,30.20,27.30,37.27
86.00,1.78,31.72,30.50,26.90,36.97
86.90,4.63,29.19,30.10,26.50,36.43
87.90,5.98,27.88,29.90,26.20,36.07
85.00,5.37,28.61,29.60,26.60,36.37
86.20,5.88,28.72,30.40,26.80,36.83
83.90,0.66,32.57,30.10,27.10,37.03
82.00,3.15,31.39,30.30,27.60,37.60
83.30,6.08,28.55,29.70,27.00,36.80
72.90,5.55,29.99,28.40,28.50,37.87
71.10,7.13,28.19,27.20,28.20,37.18
70.70,6.52,28.41,26.90,28.10,36.98
80.70,3.63,30.89,29.80,27.60,37.43
85.00,2.71,31.27,30.50,27.10,37.17
86.40,6.36,28.08,30.10,26.60,36.53
86.50,8.06,26.59,29.80,26.40,36.23
84.50,7.31,27.35,29.60,26.70,36.47
85.70,7.78,27.49,30.40,26.90,36.93
82.90,0.49,32.89,30.10,27.30,37.23
80.60,4.00,31.10,30.30,27.90,37.90
81.30,7.90,27.51,29.50,27.30,37.04
69.80,6.62,29.44,27.80,28.90,38.07
68.10,7.88,27.73,26.50,28.50,37.25
68.70,6.89,28.36,26.60,28.40,37.18
78.00,3.63,30.73,29.00,27.70,37.27
84.10,3.39,30.53,30.00,27.00,36.90
85.50,7.05,27.50,29.80,26.60,36.43
85.40,8.73,25.99,29.40,26.40,36.10
83.60,7.93,26.82,29.30,26.70,36.37
84.60,8.34,26.96,30.00,26.90,36.80
82.60,0.02,33.02,29.80,27.20,37.03
79.60,3.93,31.18,30.10,28.00,37.93
79.20,8.20,27.36,29.10,27.50,37.10
66.10,7.31,29.23,27.10,29.40,38.34
64.50,8.33,27.55,25.70,28.90,37.38
65.50,6.93,28.66,26.10,28.90,37.51
73.90,3.34,31.04,28.10,28.10,37.37
82.50,3.94,30.11,29.60,27.10,36.87
84.20,7.25,27.36,29.50,26.70,36.44
83.20,8.85,25.98,29.00,26.60,36.17
82.10,8.06,26.86,29.10,26.90,36.50
82.30,8.37,27.14,29.70,27.20,37.00
80.60,0.49,32.93,29.60,27.50,37.27
77.20,3.45,31.85,29.90,28.40,38.27
76.10,7.89,27.82,28.60,27.90,37.34
62.30,7.85,28.19,25.40,29.30,37.68
57.50,9.05,26.55,23.30,29.20,36.89
57.00,6.72,28.55,23.50,29.50,37.26
64.90,2.46,31.86,26.00,29.00,37.58
76.80,4.53,30.10,28.70,27.80,37.27
80.80,7.12,27.69,29.00,27.10,36.67
80.40,8.67,26.24,28.50,26.90,36.31
80.10,7.82,27.26,28.90,27.20,36.74
81.50,7.85,27.57,29.60,27.30,37.07
78.50,1.30,32.73,29.50,27.90,37.64
74.40,2.00,32.97,29.30,28.70,38.37
71.20,6.41,28.86,27.40,28.30,37.34
64.50,6.76,28.35,25.40,28.70,37.08
59.10,8.05,26.89,23.40,28.80,36.52
57.50,5.72,28.89,23.30,29.20,36.89
62.90,1.82,32.34,25.50,29.20,37.62
74.80,4.05,30.50,28.30,28.00,37.34
81.30,6.29,28.17,29.00,27.00,36.57
81.90,7.68,26.80,28.70,26.70,36.17
81.70,6.81,28.00,29.30,27.10,36.77
84.20,6.70,28.38,30.20,27.10,37.07
79.80,1.32,32.88,30.00,27.90,37.80
75.50,1.26,33.32,29.40,28.50,38.20
72.40,5.11,29.47,27.40,28.00,37.04
79.80,1.05,32.43,29.30,27.50,37.17
75.80,2.44,30.83,27.70,27.40,36.54
75.80,2.73,30.17,27.20,27.10,36.08
85.20,1.56,31.77,30.20,26.90,36.87
85.70,0.24,32.76,30.40,26.90,36.93
87.30,1.84,30.88,29.90,26.30,36.17
89.40,2.67,29.73,29.70,25.80,35.60
85.40,2.23,30.54,29.40,26.40,36.10
85.90,2.69,30.75,30.10,26.70,36.63
84.60,1.05,32.07,30.00,26.90,36.80
83.00,1.64,32.25,30.30,27.40,37.40
84.20,3.64,30.05,29.70,26.80,36.60
